rebuilding saved_objs/Dataset/18.pkl

Now Training 18 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [0], train_loss: 1.4582, val_loss: 1.0275, val_acc: 0.6435, time: 174.9575
Epoch [1], train_loss: 0.8786, val_loss: 0.7752, val_acc: 0.7320, time: 176.0417
Epoch [2], train_loss: 0.7027, val_loss: 0.6527, val_acc: 0.7758, time: 178.1366
Epoch [3], train_loss: 0.5984, val_loss: 0.6079, val_acc: 0.7915, time: 177.0661
Epoch [4], train_loss: 0.5209, val_loss: 0.5370, val_acc: 0.8146, time: 178.1457
Epoch [5], train_loss: 0.4624, val_loss: 0.4593, val_acc: 0.8433, time: 177.3836
Epoch [6], train_loss: 0.4116, val_loss: 0.4751, val_acc: 0.8405, time: 177.3348
Epoch [7], train_loss: 0.3781, val_loss: 0.4103, val_acc: 0.8575, time: 177.7283
Epoch [8], train_loss: 0.3491, val_loss: 0.3660, val_acc: 0.8744, time: 178.3799
Epoch [9], train_loss: 0.3231, val_loss: 0.3579, val_acc: 0.8752, time: 175.8759
Epoch [10], train_loss: 0.3010, val_loss: 0.4231, val_acc: 0.8546, time: 176.7488
Epoch [11], train_loss: 0.2842, val_loss: 0.3310, val_acc: 0.8854, time: 178.7632
Epoch [12], train_loss: 0.2685, val_loss: 0.3395, val_acc: 0.8835, time: 176.9428
Epoch [13], train_loss: 0.2512, val_loss: 0.3437, val_acc: 0.8850, time: 176.1220
Epoch [14], train_loss: 0.2383, val_loss: 0.2944, val_acc: 0.9011, time: 178.3239
Epoch [15], train_loss: 0.2239, val_loss: 0.2890, val_acc: 0.9039, time: 177.4997
Epoch [16], train_loss: 0.2155, val_loss: 0.2875, val_acc: 0.9078, time: 179.0957
Epoch [17], train_loss: 0.2007, val_loss: 0.2772, val_acc: 0.9079, time: 178.2242
Epoch [18], train_loss: 0.1941, val_loss: 0.2649, val_acc: 0.9119, time: 177.8219
Epoch [19], train_loss: 0.1840, val_loss: 0.2557, val_acc: 0.9120, time: 177.4318
Epoch [20], train_loss: 0.1776, val_loss: 0.2640, val_acc: 0.9120, time: 178.0587
Epoch [21], train_loss: 0.1712, val_loss: 0.3727, val_acc: 0.8850, time: 179.4005
Epoch [22], train_loss: 0.1609, val_loss: 0.2360, val_acc: 0.9217, time: 178.3494
Epoch [23], train_loss: 0.1610, val_loss: 0.2274, val_acc: 0.9234, time: 175.2157
Epoch [24], train_loss: 0.1535, val_loss: 0.2367, val_acc: 0.9239, time: 176.1944
Epoch [25], train_loss: 0.1450, val_loss: 0.2251, val_acc: 0.9263, time: 176.2024
Epoch [26], train_loss: 0.1409, val_loss: 0.2308, val_acc: 0.9209, time: 175.6914
Epoch [27], train_loss: 0.1351, val_loss: 0.2143, val_acc: 0.9304, time: 177.2833
Epoch [28], train_loss: 0.1339, val_loss: 0.2548, val_acc: 0.9189, time: 176.4292
Epoch [29], train_loss: 0.1312, val_loss: 0.2002, val_acc: 0.9322, time: 177.2698
Epoch [30], train_loss: 0.1244, val_loss: 0.2334, val_acc: 0.9204, time: 180.4631
Epoch [31], train_loss: 0.1239, val_loss: 0.1990, val_acc: 0.9305, time: 180.6958
Epoch [32], train_loss: 0.1147, val_loss: 0.2024, val_acc: 0.9304, time: 180.5359
Epoch [33], train_loss: 0.1170, val_loss: 0.2951, val_acc: 0.9068, time: 181.2867
Epoch [34], train_loss: 0.1156, val_loss: 0.2107, val_acc: 0.9284, time: 182.4748
Epoch [35], train_loss: 0.1098, val_loss: 0.1845, val_acc: 0.9369, time: 182.4062
Epoch [36], train_loss: 0.1101, val_loss: 0.2291, val_acc: 0.9254, time: 180.8275
Epoch [37], train_loss: 0.1087, val_loss: 0.1872, val_acc: 0.9364, time: 182.2000
Epoch [38], train_loss: 0.1084, val_loss: 0.1944, val_acc: 0.9354, time: 183.5177
Epoch [39], train_loss: 0.1025, val_loss: 0.1774, val_acc: 0.9401, time: 183.4833
Epoch [40], train_loss: 0.0979, val_loss: 0.1939, val_acc: 0.9346, time: 182.7438
Epoch [41], train_loss: 0.0966, val_loss: 0.1848, val_acc: 0.9387, time: 182.4420
Epoch [42], train_loss: 0.0965, val_loss: 0.1851, val_acc: 0.9386, time: 182.5487
Epoch [43], train_loss: 0.0961, val_loss: 0.2178, val_acc: 0.9300, time: 182.9731
Epoch [44], train_loss: 0.0931, val_loss: 0.1650, val_acc: 0.9485, time: 181.2246
Epoch [45], train_loss: 0.0943, val_loss: 0.1618, val_acc: 0.9458, time: 179.8802
Epoch [46], train_loss: 0.0917, val_loss: 0.1746, val_acc: 0.9442, time: 181.5074
Epoch [47], train_loss: 0.0845, val_loss: 0.1667, val_acc: 0.9455, time: 180.4090
Epoch [48], train_loss: 0.0900, val_loss: 0.1956, val_acc: 0.9348, time: 180.5178
Epoch [49], train_loss: 0.0888, val_loss: 0.1637, val_acc: 0.9473, time: 182.9573
Epoch [50], train_loss: 0.0828, val_loss: 0.1727, val_acc: 0.9442, time: 182.9631
Epoch [51], train_loss: 0.0822, val_loss: 0.1715, val_acc: 0.9444, time: 180.2709
Epoch [52], train_loss: 0.0871, val_loss: 0.1528, val_acc: 0.9495, time: 178.4303
Epoch [53], train_loss: 0.0832, val_loss: 0.1651, val_acc: 0.9448, time: 177.9053
Epoch [54], train_loss: 0.0788, val_loss: 0.1623, val_acc: 0.9475, time: 179.3812
Epoch [55], train_loss: 0.0842, val_loss: 0.1766, val_acc: 0.9406, time: 185.3539
