rebuilding saved_objs/Dataset/15.pkl

Now Training 15 with num_epochs=100, alpha=0.0001, AdamNoAMS, weight_decay=0.001
Epoch [0], train_loss: 1.4949, val_loss: 1.0940, val_acc: 0.6168, time: 139.3294
Epoch [1], train_loss: 0.9066, val_loss: 0.8173, val_acc: 0.7086, time: 137.9582
Epoch [2], train_loss: 0.7205, val_loss: 0.7514, val_acc: 0.7389, time: 137.7750
Epoch [3], train_loss: 0.6184, val_loss: 0.7164, val_acc: 0.7577, time: 138.0403
Epoch [4], train_loss: 0.5380, val_loss: 0.6879, val_acc: 0.7701, time: 138.2294
Epoch [5], train_loss: 0.4747, val_loss: 0.5055, val_acc: 0.8248, time: 135.6731
Epoch [6], train_loss: 0.4230, val_loss: 0.4991, val_acc: 0.8285, time: 135.0340
Epoch [7], train_loss: 0.3845, val_loss: 0.4655, val_acc: 0.8428, time: 136.7197
Epoch [8], train_loss: 0.3499, val_loss: 0.4096, val_acc: 0.8598, time: 134.8670
Epoch [9], train_loss: 0.3232, val_loss: 0.3735, val_acc: 0.8738, time: 136.0863
Epoch [10], train_loss: 0.2997, val_loss: 0.3514, val_acc: 0.8799, time: 135.7212
Epoch [11], train_loss: 0.2828, val_loss: 0.3483, val_acc: 0.8840, time: 135.9652
Epoch [12], train_loss: 0.2647, val_loss: 0.3468, val_acc: 0.8797, time: 134.5133
Epoch [13], train_loss: 0.2496, val_loss: 0.3108, val_acc: 0.8938, time: 136.8679
Epoch [14], train_loss: 0.2333, val_loss: 0.3022, val_acc: 0.8962, time: 135.9876
Epoch [15], train_loss: 0.2250, val_loss: 0.2906, val_acc: 0.9042, time: 137.9528
Epoch [16], train_loss: 0.2155, val_loss: 0.3087, val_acc: 0.8948, time: 140.4927
Epoch [17], train_loss: 0.2029, val_loss: 0.2949, val_acc: 0.8995, time: 140.0380
Epoch [18], train_loss: 0.1932, val_loss: 0.2781, val_acc: 0.9077, time: 139.4502
Epoch [19], train_loss: 0.1870, val_loss: 0.2822, val_acc: 0.9073, time: 139.7809
Epoch [20], train_loss: 0.1780, val_loss: 0.2692, val_acc: 0.9100, time: 138.8359
Epoch [21], train_loss: 0.1697, val_loss: 0.2688, val_acc: 0.9082, time: 138.6593
Epoch [22], train_loss: 0.1629, val_loss: 0.2486, val_acc: 0.9169, time: 139.8170
Epoch [23], train_loss: 0.1578, val_loss: 0.2256, val_acc: 0.9221, time: 144.3671
Epoch [24], train_loss: 0.1519, val_loss: 0.2338, val_acc: 0.9230, time: 139.6232
Epoch [25], train_loss: 0.1461, val_loss: 0.2334, val_acc: 0.9204, time: 140.6716
Epoch [26], train_loss: 0.1434, val_loss: 0.2427, val_acc: 0.9196, time: 139.3654
Epoch [27], train_loss: 0.1354, val_loss: 0.2612, val_acc: 0.9138, time: 140.0238
Epoch [28], train_loss: 0.1297, val_loss: 0.2701, val_acc: 0.9106, time: 140.7057
Epoch [29], train_loss: 0.1278, val_loss: 0.3060, val_acc: 0.8969, time: 141.2828
Epoch [30], train_loss: 0.1262, val_loss: 0.2856, val_acc: 0.9092, time: 142.5019
Epoch [31], train_loss: 0.1187, val_loss: 0.2347, val_acc: 0.9215, time: 141.3878
Epoch [32], train_loss: 0.1151, val_loss: 0.2050, val_acc: 0.9329, time: 142.2990
Epoch [33], train_loss: 0.1137, val_loss: 0.2523, val_acc: 0.9164, time: 141.7578
Epoch [34], train_loss: 0.1109, val_loss: 0.1886, val_acc: 0.9385, time: 143.5641
Epoch [35], train_loss: 0.1062, val_loss: 0.1911, val_acc: 0.9387, time: 144.8060
Epoch [36], train_loss: 0.1032, val_loss: 0.1984, val_acc: 0.9326, time: 141.1920
Epoch [37], train_loss: 0.1022, val_loss: 0.1843, val_acc: 0.9387, time: 140.4815
Epoch [38], train_loss: 0.0980, val_loss: 0.1806, val_acc: 0.9415, time: 139.3743
Epoch [39], train_loss: 0.0959, val_loss: 0.1910, val_acc: 0.9394, time: 140.7602
Epoch [40], train_loss: 0.0988, val_loss: 0.1885, val_acc: 0.9362, time: 144.8420
Epoch [41], train_loss: 0.0945, val_loss: 0.1982, val_acc: 0.9347, time: 138.8294
Epoch [42], train_loss: 0.0903, val_loss: 0.1854, val_acc: 0.9389, time: 137.5806
Epoch [43], train_loss: 0.0917, val_loss: 0.1660, val_acc: 0.9454, time: 138.9831
Epoch [44], train_loss: 0.0868, val_loss: 0.1916, val_acc: 0.9335, time: 139.2514
Epoch [45], train_loss: 0.0876, val_loss: 0.2043, val_acc: 0.9343, time: 139.3629
Epoch [46], train_loss: 0.0859, val_loss: 0.2079, val_acc: 0.9349, time: 139.6869
Epoch [47], train_loss: 0.0851, val_loss: 0.2051, val_acc: 0.9332, time: 139.7902
Epoch [48], train_loss: 0.0872, val_loss: 0.1821, val_acc: 0.9383, time: 140.0615
Epoch [49], train_loss: 0.0822, val_loss: 0.1685, val_acc: 0.9453, time: 139.2994
Epoch [50], train_loss: 0.0756, val_loss: 0.1751, val_acc: 0.9427, time: 139.5231
Epoch [51], train_loss: 0.0769, val_loss: 0.1631, val_acc: 0.9451, time: 141.3390
Epoch [52], train_loss: 0.0784, val_loss: 0.1530, val_acc: 0.9497, time: 141.6311
Epoch [53], train_loss: 0.0742, val_loss: 0.1987, val_acc: 0.9345, time: 142.0028
Epoch [54], train_loss: 0.0723, val_loss: 0.1386, val_acc: 0.9543, time: 142.4677
Epoch [55], train_loss: 0.0747, val_loss: 0.1529, val_acc: 0.9508, time: 141.6199
Epoch [56], train_loss: 0.0748, val_loss: 0.1449, val_acc: 0.9521, time: 142.9832
Epoch [57], train_loss: 0.0749, val_loss: 0.1475, val_acc: 0.9513, time: 143.4427
Epoch [58], train_loss: 0.0742, val_loss: 0.1887, val_acc: 0.9390, time: 144.4407
Epoch [59], train_loss: 0.0716, val_loss: 0.1715, val_acc: 0.9451, time: 142.9666
Epoch [60], train_loss: 0.0699, val_loss: 0.1725, val_acc: 0.9403, time: 145.2418
Epoch [61], train_loss: 0.0714, val_loss: 0.1437, val_acc: 0.9537, time: 140.5268
Epoch [62], train_loss: 0.0687, val_loss: 0.1655, val_acc: 0.9447, time: 140.6386
Epoch [63], train_loss: 0.0690, val_loss: 0.1715, val_acc: 0.9415, time: 141.6902
Epoch [64], train_loss: 0.0634, val_loss: 0.1366, val_acc: 0.9567, time: 140.6026
Epoch [65], train_loss: 0.0693, val_loss: 0.1687, val_acc: 0.9453, time: 140.1698
Epoch [66], train_loss: 0.0658, val_loss: 0.1454, val_acc: 0.9525, time: 139.0496
Epoch [67], train_loss: 0.0679, val_loss: 0.1798, val_acc: 0.9430, time: 140.5392
Epoch [68], train_loss: 0.0681, val_loss: 0.1452, val_acc: 0.9548, time: 141.9492
Epoch [69], train_loss: 0.0610, val_loss: 0.1368, val_acc: 0.9529, time: 152.1601
Epoch [70], train_loss: 0.0637, val_loss: 0.1321, val_acc: 0.9570, time: 174.4054
Epoch [71], train_loss: 0.0614, val_loss: 0.1856, val_acc: 0.9423, time: 195.2772
Epoch [72], train_loss: 0.0584, val_loss: 0.1362, val_acc: 0.9556, time: 206.7416
Epoch [73], train_loss: 0.0623, val_loss: 0.1950, val_acc: 0.9348, time: 216.3440
Epoch [74], train_loss: 0.0618, val_loss: 0.1499, val_acc: 0.9483, time: 224.0761
